"","year","month","day","PPT.clean"
"58","2008","08","29",2.37399758078407
"59","2008","08","30",1.85856360261994
"60","2008","08","31",1.75584077991179
"61","2008","09","01",1.85366631200572
"62","2008","09","02",1.97843808615717
"63","2008","09","03",2.05912316343442
"64","2008","09","04",2.1508664752041
"65","2008","09","05",2.24698770044905
"66","2008","09","06",2.33899244424106
"67","2008","09","07",2.41724671226347
"68","2008","09","08",2.47494145045703
"69","2008","09","09",2.50833300087066
"70","2008","09","10",2.51862911462672
"71","2008","09","11",2.51420017604859
"72","2008","09","12",2.50438297607999
"73","2008","09","13",2.49787218309037
"74","2008","09","14",2.50128250084855
"75","2008","09","15",2.51890281372441
"76","2008","09","16",2.55375466066657
"77","2008","09","17",2.60375966540457
"78","2008","09","18",2.66427754689261
"79","2008","09","19",2.73010666216446
"80","2008","09","20",2.79710521153262
"81","2008","09","21",3.00013002411014
"82","2008","09","22",2.97005318269995
"83","2008","09","23",2.88506555158376
"84","2008","09","24",3.08487908263022
"85","2008","09","25",5.84335113424249
"86","2008","09","26",3.35077005814322
"87","2008","09","27",3.26646327466807
"88","2008","09","28",3.32750063500745
"89","2008","09","29",3.37479070993706
"90","2008","09","30",3.40489704508913
"91","2008","10","01",3.41580223878718
"92","2008","10","02",3.44033037037326
"93","2008","10","03",3.91811246990921
"94","2008","10","04",4.68031152081418
"95","2008","10","05",3.56022399378088
"96","2008","10","06",3.39740027479541
"97","2008","10","07",3.56199782569267
"98","2008","10","08",3.36137602940099
"99","2008","10","09",3.40571084358721
"100","2008","10","10",3.35635264319365
"101","2008","10","11",3.4982335503453
"102","2008","10","12",3.54660888046911
"103","2008","10","13",4.02867884263568
"104","2008","10","14",3.75613065813994
"105","2008","10","15",3.61312654225549
"106","2008","10","16",3.56526705031522
"107","2008","10","17",3.77589859892502
"108","2008","10","18",3.6975517453203
"109","2008","10","19",3.6558329498925
"110","2008","10","20",4.02559102521883
"111","2008","10","21",3.92634748017891
"112","2008","10","22",3.75720195298966
"113","2008","10","23",3.7800240971574
"114","2008","10","24",5.96564268296714
"115","2008","10","25",1.98813899839809
"116","2008","10","26",2.01447316576673
"117","2008","10","27",2.03347462231224
"118","2008","10","28",2.05055457176091
"119","2008","10","29",2.05898657661699
"120","2008","10","30",2.06026915672398
"121","2008","10","31",8.59862276849668
"122","2008","11","01",2.16355076245429
"123","2008","11","02",4.98214373744842
"124","2008","11","03",6.45799098525079
"125","2008","11","04",13.4709377959027
"126","2008","11","05",2.38612712402112
"127","2008","11","06",7.58895532238886
"128","2008","11","07",4.27971458862106
"129","2008","11","08",6.32377987009724
"130","2008","11","09",4.10149529823361
"131","2008","11","10",2.77599603916784
"132","2008","11","11",6.83381357322182
"133","2008","11","12",31.4206788830966
"134","2008","11","13",7.4209693315075
"135","2008","11","14",2.3152177707728
"136","2008","11","15",2.31398377931593
"137","2008","11","16",2.29605009845197
"138","2008","11","17",2.29904464699589
"139","2008","11","18",2.39409096669367
"140","2008","11","19",2.32235767706265
"141","2008","11","20",6.65854708599657
"142","2008","11","21",3.21393770192859
"143","2008","11","22",4.3844948958232
"144","2008","11","23",2.31983946729684
"145","2008","11","24",2.32667904587271
"146","2008","11","25",2.78562006528566
"147","2008","11","26",2.18167869924707
"148","2008","11","27",2.3841968718001
"149","2008","11","28",2.17319718713248
"150","2008","11","29",2.70495673147041
"151","2008","11","30",2.05772855668272
"152","2008","12","01",2.11707203790191
"153","2008","12","02",5.23643526912899
"154","2008","12","03",2.36394647253799
"155","2008","12","04",1.96774654153768
"156","2008","12","05",1.95722784658665
"157","2008","12","06",1.94577862151414
"158","2008","12","07",4.4120821644434
"159","2008","12","08",2.1452815151884
"160","2008","12","09",2.19764897800528
"161","2008","12","10",2.217936796629
"162","2008","12","11",1.98031096411842
"163","2008","12","12",6.98535741715018
"164","2008","12","13",13.8348426765995
"165","2008","12","14",3.21647383600682
"166","2008","12","15",1.91905646946074
"167","2008","12","16",2.12998442157866
"168","2008","12","17",1.95350363897001
"169","2008","12","18",2.78765912979041
"170","2008","12","19",1.91085389912509
"171","2008","12","20",1.87095291289578
"172","2008","12","21",1.92173427627931
"173","2008","12","22",1.96724660982843
"174","2008","12","23",1.69942814385921
"175","2008","12","24",1.61526152423507
"176","2008","12","25",2.51221246597454
"177","2008","12","26",2.42087263288379
"178","2008","12","27",12.0060797864418
"179","2008","12","28",8.12305590198092
"180","2008","12","29",7.39184343229663
"181","2008","12","30",3.77262492158979
"182","2008","12","31",8.45751865858541
"183","2009","01","01",17.2
"184","2009","01","02",16.8
"185","2009","01","03",1.6
"186","2009","01","04",0.4
"187","2009","01","05",14.2
"188","2009","01","06",5.2
"189","2009","01","07",37.8
"190","2009","01","08",37.2
"191","2009","01","09",0
"192","2009","01","10",0.4
"193","2009","01","11",9.8
"194","2009","01","12",1.4
"195","2009","01","13",0.2
"196","2009","01","14",0
"197","2009","01","15",0
"198","2009","01","16",0.2
"199","2009","01","17",0
"200","2009","01","18",0.2
"201","2009","01","19",0
"202","2009","01","20",0
"203","2009","01","21",0
"204","2009","01","22",0
"205","2009","01","23",0
"206","2009","01","24",0
"207","2009","01","25",1.4
"208","2009","01","26",3.2
"209","2009","01","27",2.2
"210","2009","01","28",2.8
"211","2009","01","29",0.2
"212","2009","01","30",0
"213","2009","01","31",2.8
"214","2009","02","01",0.4
"215","2009","02","02",0
"216","2009","02","03",0
"217","2009","02","04",0
"218","2009","02","05",0
"219","2009","02","06",0.8
"220","2009","02","07",0
"221","2009","02","08",0.2
"222","2009","02","09",1.8
"223","2009","02","10",2.8
"224","2009","02","11",5.8
"225","2009","02","12",0
"226","2009","02","13",0
"227","2009","02","14",1.2
"228","2009","02","15",1
"229","2009","02","16",0
"230","2009","02","17",0
"231","2009","02","18",0
"232","2009","02","19",0
"233","2009","02","20",0
"234","2009","02","21",0
"235","2009","02","22",1.8
"236","2009","02","23",5.4
"237","2009","02","24",8.2
"238","2009","02","25",9.8
"239","2009","02","26",6.8
"240","2009","02","27",0
"241","2009","02","28",0
"242","2009","03","01",3.2
"243","2009","03","02",12.6
"244","2009","03","03",4
"245","2009","03","04",2.6
"246","2009","03","05",11.2
"247","2009","03","06",2.2
"248","2009","03","07",2.2
"249","2009","03","08",2
"250","2009","03","09",7.8
"251","2009","03","10",0.4
"252","2009","03","11",0
"253","2009","03","12",0
"254","2009","03","13",0
"255","2009","03","14",11.4
"256","2009","03","15",24.4
"257","2009","03","16",15
"258","2009","03","17",10
"259","2009","03","18",0.6
"260","2009","03","19",3.8
"261","2009","03","20",0.8
"262","2009","03","21",0
"263","2009","03","22",1
"264","2009","03","23",4.6
"265","2009","03","24",2.8
"266","2009","03","25",3.2
"267","2009","03","26",1.2
"268","2009","03","27",0
"269","2009","03","28",13.6
"270","2009","03","29",3.4
"271","2009","03","30",0
"272","2009","03","31",5.2
"273","2009","04","01",6.2
"274","2009","04","02",9
"275","2009","04","03",0.2
"276","2009","04","04",0
"277","2009","04","05",0
"278","2009","04","06",0
"279","2009","04","07",0
"280","2009","04","08",0
"281","2009","04","09",2.4
"282","2009","04","10",3.4
"283","2009","04","11",2
"284","2009","04","12",21.2
"285","2009","04","13",14.8
"286","2009","04","14",2.2
"287","2009","04","15",1.2
"288","2009","04","16",0
"289","2009","04","17",6.8
"290","2009","04","18",0
"291","2009","04","19",0
"292","2009","04","20",0
"293","2009","04","21",0
"294","2009","04","22",0
"295","2009","04","23",0
"296","2009","04","24",0
"297","2009","04","25",0.2
"298","2009","04","26",0.6
"299","2009","04","27",0
"300","2009","04","28",13.4
"301","2009","04","29",6.6
"302","2009","04","30",0
"303","2009","05","01",0
"304","2009","05","02",8.4
"305","2009","05","03",2
"306","2009","05","04",3.4
"307","2009","05","05",26.8
"308","2009","05","06",13.8
"309","2009","05","07",9.6
"310","2009","05","08",0.2
"311","2009","05","09",0
"312","2009","05","10",0
"313","2009","05","11",0.4
"314","2009","05","12",10
"315","2009","05","13",6.6
"316","2009","05","14",4.4
"317","2009","05","15",0
"318","2009","05","16",0
"319","2009","05","17",0
"320","2009","05","18",0
"321","2009","05","19",11.2
"322","2009","05","20",0
"323","2009","05","21",0
"324","2009","05","22",0
"325","2009","05","23",0
"326","2009","05","24",0
"327","2009","05","25",0
"328","2009","05","26",0
"329","2009","05","27",0
"330","2009","05","28",0
"331","2009","05","29",0
"332","2009","05","30",0
"333","2009","05","31",0
"334","2009","06","01",0
"335","2009","06","02",0
"336","2009","06","03",0
"337","2009","06","04",0
"338","2009","06","05",0.4
"339","2009","06","06",0.2
"340","2009","06","07",0
"341","2009","06","08",0
"342","2009","06","09",0
"343","2009","06","10",0
"344","2009","06","11",0
"345","2009","06","12",0
"346","2009","06","13",0
"347","2009","06","14",0
"348","2009","06","15",0
"349","2009","06","16",0
"350","2009","06","17",0
"351","2009","06","18",0
"352","2009","06","19",12.2
"353","2009","06","20",2.8
"354","2009","06","21",0.4
"355","2009","06","22",0
"356","2009","06","23",0
"357","2009","06","24",0
"358","2009","06","25",0
"359","2009","06","26",0
"360","2009","06","27",0
"361","2009","06","28",0
"362","2009","06","29",0
"363","2009","06","30",0
"364","2009","07","01",0
"365","2009","07","02",0
"366","2009","07","03",0
"367","2009","07","04",0
"368","2009","07","05",0
"369","2009","07","06",0.6
"370","2009","07","07",0
"371","2009","07","08",0.4
"372","2009","07","09",0.2
"373","2009","07","10",0
"374","2009","07","11",0
"375","2009","07","12",1.6
"376","2009","07","13",0.2
"377","2009","07","14",0
"378","2009","07","15",0
"379","2009","07","16",0
"380","2009","07","17",0
"381","2009","07","18",0
"382","2009","07","19",0
"383","2009","07","20",0
"384","2009","07","21",0
"385","2009","07","22",0
"386","2009","07","23",0
"387","2009","07","24",0
"388","2009","07","25",0
"389","2009","07","26",0
"390","2009","07","27",0
"391","2009","07","28",0
"392","2009","07","29",0
"393","2009","07","30",0
"394","2009","07","31",0
"395","2009","08","01",0
"396","2009","08","02",0
"397","2009","08","03",0
"398","2009","08","04",0
"399","2009","08","05",0
"400","2009","08","06",0
"401","2009","08","07",0
"402","2009","08","08",0
"403","2009","08","09",0
"404","2009","08","10",0
"405","2009","08","11",2.2
"406","2009","08","12",11.6
"407","2009","08","13",0
"408","2009","08","14",0
"409","2009","08","15",0
"410","2009","08","16",0
"411","2009","08","17",0
"412","2009","08","18",0
"413","2009","08","19",0
"414","2009","08","20",0
"415","2009","08","21",0
"416","2009","08","22",0
"417","2009","08","23",0
"418","2009","08","24",0
"419","2009","08","25",0.4
"420","2009","08","26",0
"421","2009","08","27",0
"422","2009","08","28",0
"423","2009","08","29",1.6
"424","2009","08","30",0
"425","2009","08","31",0
"426","2009","09","01",0.2
"427","2009","09","02",0
"428","2009","09","03",1
"429","2009","09","04",0
"430","2009","09","05",4
"431","2009","09","06",14.2
"432","2009","09","07",7.2
"433","2009","09","08",0
"434","2009","09","09",0
"435","2009","09","10",0
"436","2009","09","11",0
"437","2009","09","12",0
"438","2009","09","13",0
"439","2009","09","14",0
"440","2009","09","15",0
"441","2009","09","16",0.4
"442","2009","09","17",0
"443","2009","09","18",0
"444","2009","09","19",10.2
"445","2009","09","20",0
"446","2009","09","21",0
"447","2009","09","22",0
"448","2009","09","23",0
"449","2009","09","24",0
"450","2009","09","25",0
"451","2009","09","26",0
"452","2009","09","27",0
"453","2009","09","28",0
"454","2009","09","29",6.2
"455","2009","09","30",0
"456","2009","10","01",3
"457","2009","10","02",1.6
"458","2009","10","03",0
"459","2009","10","04",0
"460","2009","10","05",0
"461","2009","10","06",0
"462","2009","10","07",0
"463","2009","10","08",0
"464","2009","10","09",0
"465","2009","10","10",0
"466","2009","10","11",0
"467","2009","10","12",0
"468","2009","10","13",2.4
"469","2009","10","14",24.2
"470","2009","10","15",0.4
"471","2009","10","16",0.2
"472","2009","10","17",22
"473","2009","10","18",2.6
"474","2009","10","19",0
"475","2009","10","20",0.2
"476","2009","10","21",4.6
"477","2009","10","22",3
"478","2009","10","23",9.8
"479","2009","10","24",0.2
"480","2009","10","25",0
"481","2009","10","26",25.2
"482","2009","10","27",2
"483","2009","10","28",0
"484","2009","10","29",11
"485","2009","10","30",2.4
"486","2009","10","31",13.6
"487","2009","11","01",0.6
"488","2009","11","02",0
"489","2009","11","03",0
"490","2009","11","04",0
"491","2009","11","05",0.6
"492","2009","11","06",16.2
"493","2009","11","07",31
"494","2009","11","08",15
"495","2009","11","09",7.4
"496","2009","11","10",12.4
"497","2009","11","11",5.4
"498","2009","11","12",7
"499","2009","11","13",13
"500","2009","11","14",1
"501","2009","11","15",1.4
"502","2009","11","16",39.2
"503","2009","11","17",29.4
"504","2009","11","18",16
"505","2009","11","19",37
"506","2009","11","20",3.2
"507","2009","11","21",9.2
"508","2009","11","22",32.6
"509","2009","11","23",0
"510","2009","11","24",7.6
"511","2009","11","25",0
"512","2009","11","26",12.6
"513","2009","11","27",17.2
"514","2009","11","28",0
"515","2009","11","29",0
"516","2009","11","30",0.2
"517","2009","12","01",0.4
"518","2009","12","02",0
"519","2009","12","03",0
"520","2009","12","04",0
"521","2009","12","05",0
"522","2009","12","06",0
"523","2009","12","07",0
"524","2009","12","08",0
"525","2009","12","09",0
"526","2009","12","10",0
"527","2009","12","11",0
"528","2009","12","12",0
"529","2009","12","13",0
"530","2009","12","14",1.2
"531","2009","12","15",32.4
"532","2009","12","16",19.2
"533","2009","12","17",6.8
"534","2009","12","18",1.4
"535","2009","12","19",5.6
"536","2009","12","20",4.8
"537","2009","12","21",22
"538","2009","12","22",2.6
"539","2009","12","23",0
"540","2009","12","24",0
"541","2009","12","25",0.2
"542","2009","12","26",0
"543","2009","12","27",0
"544","2009","12","28",0
"545","2009","12","29",0.2
"546","2009","12","30",3.6
"547","2009","12","31",10.8
"548","2010","01","01",22.4
"549","2010","01","02",13.2
"550","2010","01","03",0.2
"551","2010","01","04",16.8
"552","2010","01","05",3.4
"553","2010","01","06",7.2
"554","2010","01","07",0
"555","2010","01","08",27.6
"556","2010","01","09",5.8
"557","2010","01","10",0
"558","2010","01","11",12.4
"559","2010","01","12",12.8
"560","2010","01","13",7.4
"561","2010","01","14",2.4
"562","2010","01","15",14
"563","2010","01","16",1.8
"564","2010","01","17",4
"565","2010","01","18",6.4
"566","2010","01","19",0
"567","2010","01","20",0
"568","2010","01","21",0.6
"569","2010","01","22",0
"570","2010","01","23",0.8
"571","2010","01","24",12.4
"572","2010","01","25",10
"573","2010","01","26",0.8
"574","2010","01","27",0
"575","2010","01","28",0
"576","2010","01","29",0
"577","2010","01","30",3.2
"578","2010","01","31",2.6
"579","2010","02","01",2.2
"580","2010","02","02",4
"581","2010","02","03",3.4
"582","2010","02","04",1.2
"583","2010","02","05",6.2
"584","2010","02","06",0
"585","2010","02","07",3.2
"586","2010","02","08",0
"587","2010","02","09",0.2
"588","2010","02","10",4.6
"589","2010","02","11",6.8
"590","2010","02","12",18.2
"591","2010","02","13",5.8
"592","2010","02","14",6.6
"593","2010","02","15",0.2
"594","2010","02","16",12.2
"595","2010","02","17",0
"596","2010","02","18",0
"597","2010","02","19",0
"598","2010","02","20",0
"599","2010","02","21",0
"600","2010","02","22",0
"601","2010","02","23",4.8
"602","2010","02","24",9
"603","2010","02","25",4.6
"604","2010","02","26",9.6
"605","2010","02","27",4.8
"606","2010","02","28",0
"607","2010","03","01",0
"608","2010","03","02",0.6
"609","2010","03","03",1
"610","2010","03","04",0
"611","2010","03","05",0
"612","2010","03","06",0
"613","2010","03","07",0
"614","2010","03","08",0.8
"615","2010","03","09",0
"616","2010","03","10",4.2
"617","2010","03","11",16.4
"618","2010","03","12",24.6
"619","2010","03","13",3.2
"620","2010","03","14",0
"621","2010","03","15",0
"622","2010","03","16",0.6
"623","2010","03","17",2.2
"624","2010","03","18",0
"625","2010","03","19",0
"626","2010","03","20",0
"627","2010","03","21",1.8
"628","2010","03","22",1.2
"629","2010","03","23",0.2
"630","2010","03","24",0
"631","2010","03","25",9.2
"632","2010","03","26",12.4
"633","2010","03","27",0
"634","2010","03","28",8.6
"635","2010","03","29",27.2
"636","2010","03","30",17.8
"637","2010","03","31",2.4
"638","2010","04","01",0.6
"639","2010","04","02",24.2
"640","2010","04","03",19.6
"641","2010","04","04",4.2
"642","2010","04","05",4.8
"643","2010","04","06",12.6
"644","2010","04","07",2.6
"645","2010","04","08",11.6
"646","2010","04","09",6.4
"647","2010","04","10",0
"648","2010","04","11",2.6
"649","2010","04","12",6.2
"650","2010","04","13",0.2
"651","2010","04","14",0
"652","2010","04","15",2.6
"653","2010","04","16",0
"654","2010","04","17",0.8
"655","2010","04","18",0
"656","2010","04","19",0
"657","2010","04","20",3
"658","2010","04","21",0
"659","2010","04","22",0
"660","2010","04","23",0
"661","2010","04","24",3.8
"662","2010","04","25",0
"663","2010","04","26",6
"664","2010","04","27",14.2
"665","2010","04","28",5.4
"666","2010","04","29",2.4
"667","2010","04","30",1.2
"668","2010","05","01",1.2
"669","2010","05","02",0.2
"670","2010","05","03",10.8
"671","2010","05","04",6.2
"672","2010","05","05",3.6
"673","2010","05","06",0.8
"674","2010","05","07",0
"675","2010","05","08",0
"676","2010","05","09",0
"677","2010","05","10",5
"678","2010","05","11",0.2
"679","2010","05","12",0
"680","2010","05","13",0
"681","2010","05","14",0
"682","2010","05","15",0
"683","2010","05","16",0
"684","2010","05","17",0.6
"685","2010","05","18",3.8
"686","2010","05","19",6
"687","2010","05","20",13.4
"688","2010","05","21",5.6
"689","2010","05","22",0
"690","2010","05","23",0.4
"691","2010","05","24",0.4
"692","2010","05","25",5.4
"693","2010","05","26",8.4
"694","2010","05","27",0
"695","2010","05","28",11.6
"696","2010","05","29",19
"697","2010","05","30",0.2
"698","2010","05","31",6.8
"699","2010","06","01",0
"700","2010","06","02",17.8
"701","2010","06","03",0
"702","2010","06","04",4.8
"703","2010","06","05",0
"704","2010","06","06",13.6
"705","2010","06","07",0.6
"706","2010","06","08",0
"707","2010","06","09",8.6
"708","2010","06","10",6.6
"709","2010","06","11",0
"710","2010","06","12",0
"711","2010","06","13",0
"712","2010","06","14",0
"713","2010","06","15",5
"714","2010","06","16",4.6
"715","2010","06","17",0.2
"716","2010","06","18",0
"717","2010","06","19",9
"718","2010","06","20",0.2
"719","2010","06","21",0
"720","2010","06","22",0.4
"721","2010","06","23",0
"722","2010","06","24",0
"723","2010","06","25",0
"724","2010","06","26",0
"725","2010","06","27",0
"726","2010","06","28",0
"727","2010","06","29",0
"728","2010","06","30",0
"729","2010","07","01",1
"730","2010","07","02",6.6
"731","2010","07","03",0
"732","2010","07","04",0
"733","2010","07","05",0
"734","2010","07","06",0
"735","2010","07","07",0
"736","2010","07","08",0
"737","2010","07","09",0
"738","2010","07","10",0
"739","2010","07","11",0
"740","2010","07","12",0
"741","2010","07","13",0
"742","2010","07","14",0
"743","2010","07","15",0
"744","2010","07","16",0
"745","2010","07","17",0
"746","2010","07","18",0
"747","2010","07","19",0
"748","2010","07","20",0
"749","2010","07","21",0
"750","2010","07","22",0
"751","2010","07","23",0
"752","2010","07","24",0
"753","2010","07","25",0
"754","2010","07","26",0
"755","2010","07","27",0
"756","2010","07","28",0
"757","2010","07","29",0
"758","2010","07","30",0
"759","2010","07","31",0
"760","2010","08","01",0
"761","2010","08","02",0
"762","2010","08","03",0.2
"763","2010","08","04",0
"764","2010","08","05",0
"765","2010","08","06",0
"766","2010","08","07",1.6
"767","2010","08","08",0.2
"768","2010","08","09",0
"769","2010","08","10",0
"770","2010","08","11",0
"771","2010","08","12",0
"772","2010","08","13",0
"773","2010","08","14",0
"774","2010","08","15",0
"775","2010","08","16",0
"776","2010","08","17",0
"777","2010","08","18",0
"778","2010","08","19",0
"779","2010","08","20",0
"780","2010","08","21",0
"781","2010","08","22",0
"782","2010","08","23",0
"783","2010","08","24",0
"784","2010","08","25",0
"785","2010","08","26",0
"786","2010","08","27",0
"787","2010","08","28",1
"788","2010","08","29",0
"789","2010","08","30",0.4
"790","2010","08","31",8.2
"791","2010","09","01",8
"792","2010","09","02",0
"793","2010","09","03",0
"794","2010","09","04",0
"795","2010","09","05",0
"796","2010","09","06",1
"797","2010","09","07",1.6
"798","2010","09","08",0
"799","2010","09","09",0.2
"800","2010","09","10",0
"801","2010","09","11",0
"802","2010","09","12",0
"803","2010","09","13",0
"804","2010","09","14",0
"805","2010","09","15",2.6
"806","2010","09","16",12.2
"807","2010","09","17",2.4
"808","2010","09","18",31.4
"809","2010","09","19",14.4
"810","2010","09","20",6.2
"811","2010","09","21",0.6
"812","2010","09","22",0
"813","2010","09","23",1.2
"814","2010","09","24",0.4
"815","2010","09","25",0
"816","2010","09","26",1.6
"817","2010","09","27",1
"818","2010","09","28",0
"819","2010","09","29",0
"820","2010","09","30",0
"821","2010","10","01",0
"822","2010","10","02",0
"823","2010","10","03",0
"824","2010","10","04",0
"825","2010","10","05",0
"826","2010","10","06",0
"827","2010","10","07",0
"828","2010","10","08",0
"829","2010","10","09",13.2
"830","2010","10","10",21.2
"831","2010","10","11",0
"832","2010","10","12",0
"833","2010","10","13",0
"834","2010","10","14",0.6
"835","2010","10","15",0
"836","2010","10","16",0
"837","2010","10","17",0
"838","2010","10","18",0
"839","2010","10","19",0
"840","2010","10","20",0
"841","2010","10","21",0
"842","2010","10","22",1
"843","2010","10","23",3.4
"844","2010","10","24",24.2
"845","2010","10","25",49.4
"846","2010","10","26",22.4
"847","2010","10","27",4.4
"848","2010","10","28",3.4
"849","2010","10","29",1
"850","2010","10","30",2
"851","2010","10","31",11.2
"852","2010","11","01",39.6
"853","2010","11","02",1.4
"854","2010","11","03",0
"855","2010","11","04",0
"856","2010","11","05",0.6
"857","2010","11","06",5.6
"858","2010","11","07",9.4
"859","2010","11","08",3
"860","2010","11","09",11
"861","2010","11","10",5.2
"862","2010","11","11",1.6
"863","2010","11","12",3.2
"864","2010","11","13",2.8
"865","2010","11","14",6
"866","2010","11","15",2
"867","2010","11","16",3.8
"868","2010","11","17",23.8
"869","2010","11","18",15.2
"870","2010","11","19",11.8
"871","2010","11","20",8.8
"872","2010","11","21",0
"873","2010","11","22",0
"874","2010","11","23",0
"875","2010","11","24",0
"876","2010","11","25",1.8
"877","2010","11","26",16.2
"878","2010","11","27",3
"879","2010","11","28",3
"880","2010","11","29",0
"881","2010","11","30",23.2
"882","2010","12","01",3.2
"883","2010","12","02",0.2
"884","2010","12","03",3
"885","2010","12","04",0
"886","2010","12","05",0
"887","2010","12","06",0
"888","2010","12","07",4.2
"889","2010","12","08",20.2
"890","2010","12","09",21.2
"891","2010","12","10",9
"892","2010","12","11",17.2
"893","2010","12","12",43.8
"894","2010","12","13",4.6
"895","2010","12","14",16.6
"896","2010","12","15",5.8
"897","2010","12","16",2.6
"898","2010","12","17",0
"899","2010","12","18",11.8
"900","2010","12","19",1.6
"901","2010","12","20",4.4
"902","2010","12","21",2.8
"903","2010","12","22",0
"904","2010","12","23",6
"905","2010","12","24",0
"906","2010","12","25",7.2
"907","2010","12","26",17.2
"908","2010","12","27",23
"909","2010","12","28",14.4
"910","2010","12","29",6
"911","2010","12","30",0
"912","2010","12","31",0
"913","2011","01","01",1.69035829701987
"914","2011","01","02",1.89549838078424
"915","2011","01","03",1.8886679104395
"916","2011","01","04",1.91522822828362
"917","2011","01","05",9.14630170554231
"918","2011","01","06",5.36351066430755
"919","2011","01","07",7.45131074580945
"920","2011","01","08",3.2551723515502
"921","2011","01","09",2.73525090678271
"922","2011","01","10",4.51392371902994
"923","2011","01","11",2.16960323658236
"924","2011","01","12",15.3473117595859
"925","2011","01","13",21.0786132660279
"926","2011","01","14",5.46839158310449
"927","2011","01","15",7.00240961754557
"928","2011","01","16",20.739266555327
"929","2011","01","17",3.13727120883615
"930","2011","01","18",3.81123841972143
"931","2011","01","19",2.57665062588277
"932","2011","01","20",2.84446734362612
"933","2011","01","21",5.81010902893436
"934","2011","01","22",2.5850528233201
"935","2011","01","23",2.43818421640719
"936","2011","01","24",3.82681368026006
"937","2011","01","25",2.45165849967707
"938","2011","01","26",2.46008629504449
"939","2011","01","27",2.47295563046471
"940","2011","01","28",2.48292369461767
"941","2011","01","29",2.46601715855265
"942","2011","01","30",2.51983356566909
"943","2011","01","31",2.82940524285582
"944","2011","02","01",2.5478272131968
"945","2011","02","02",2.56107397427423
"946","2011","02","03",2.57228040236176
"947","2011","02","04",2.66787800391632
"948","2011","02","05",2.52791530129006
"949","2011","02","06",2.67240028350036
"950","2011","02","07",3.72099648084672
"951","2011","02","08",2.73667161863927
"952","2011","02","09",2.51374724746387
"953","2011","02","10",2.64391873508578
"954","2011","02","11",2.66184423920924
"955","2011","02","12",2.67376241843462
"956","2011","02","13",3.77670208419615
"957","2011","02","14",3.00487080491235
"958","2011","02","15",4.76415144794044
"959","2011","02","16",6.06543919222717
"960","2011","02","17",2.78137052416385
"961","2011","02","18",4.47177599524849
"962","2011","02","19",3.64436566510796
"963","2011","02","20",2.7252425000137
"964","2011","02","21",2.72547540695671
"965","2011","02","22",5.42417429613368
"966","2011","02","23",5.60785243844256
"967","2011","02","24",4.94570057504318
"968","2011","02","25",2.67255873984861
"969","2011","02","26",2.5921769365759
"970","2011","02","27",4.66363334955951
"971","2011","02","28",13.6423009464448
"972","2011","03","01",14.5980022227509
"973","2011","03","02",8.8044365450079
"974","2011","03","03",6.88850224131533
"975","2011","03","04",3.74554437317921
"976","2011","03","05",6.66724805347619
"977","2011","03","06",2.62287832854023
"978","2011","03","07",2.75150087747571
"979","2011","03","08",4.16916775863481
"980","2011","03","09",16.9687680828187
"981","2011","03","10",25.7464339409124
"982","2011","03","11",3.66049809446681
"983","2011","03","12",7.12719239104556
"984","2011","03","13",7.00689763064694
"985","2011","03","14",14.9227569200634
"986","2011","03","15",12.9916540059974
